date,symbol,exchange,company_name,stock_price_close,option_symbol,option_expiration,strike,call_put,style,open,high,low,close,bid,ask,mean_price,settlement,volume,open_interest,stock_price_for_iv
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00121000,10/18/2019,121.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,149,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00122000,10/18/2019,122.000,C,A,0.000,0.000,0.000,0.000,29.570,29.800,29.685,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00122000,10/18/2019,122.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,361,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00123000,10/18/2019,123.000,C,A,0.000,0.000,0.000,0.000,28.570,28.810,28.690,0.000,0,10,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00123000,10/18/2019,123.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,138,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00124000,10/18/2019,124.000,C,A,0.000,0.000,0.000,0.000,27.550,27.810,27.680,0.000,0,1,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00124000,10/18/2019,124.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,373,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00125000,10/18/2019,125.000,C,A,0.000,0.000,0.000,0.000,26.550,26.810,26.680,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00125000,10/18/2019,125.000,P,A,0.010,0.010,0.010,0.010,0.000,0.010,0.000,0.000,3,13758,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00126000,10/18/2019,126.000,C,A,0.000,0.000,0.000,0.000,25.570,25.810,25.690,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00126000,10/18/2019,126.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,760,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00127000,10/18/2019,127.000,C,A,0.000,0.000,0.000,0.000,24.570,24.810,24.690,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00127000,10/18/2019,127.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,350,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00127500,10/18/2019,127.500,C,A,0.000,0.000,0.000,0.000,24.070,24.310,24.190,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00127500,10/18/2019,127.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00128000,10/18/2019,128.000,C,A,0.000,0.000,0.000,0.000,23.570,23.820,23.695,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00128000,10/18/2019,128.000,P,A,0.010,0.010,0.010,0.010,0.000,0.010,0.000,0.000,2,1794,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00128500,10/18/2019,128.500,C,A,0.000,0.000,0.000,0.000,23.070,23.320,23.195,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00128500,10/18/2019,128.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,2004,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00129000,10/18/2019,129.000,C,A,0.000,0.000,0.000,0.000,22.580,22.820,22.700,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00129000,10/18/2019,129.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,6150,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00129500,10/18/2019,129.500,C,A,0.000,0.000,0.000,0.000,22.080,22.310,22.195,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00129500,10/18/2019,129.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00130000,10/18/2019,130.000,C,A,0.000,0.000,0.000,0.000,21.580,21.810,21.695,0.000,0,52,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00130000,10/18/2019,130.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,12230,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00130500,10/18/2019,130.500,C,A,0.000,0.000,0.000,0.000,21.080,21.310,21.195,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00130500,10/18/2019,130.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,148,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00131000,10/18/2019,131.000,C,A,0.000,0.000,0.000,0.000,20.580,20.810,20.695,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00131000,10/18/2019,131.000,P,A,0.010,0.010,0.010,0.010,0.000,0.010,0.000,0.000,10,573,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00131500,10/18/2019,131.500,C,A,0.000,0.000,0.000,0.000,20.080,20.310,20.195,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00131500,10/18/2019,131.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,2,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00132000,10/18/2019,132.000,C,A,0.000,0.000,0.000,0.000,19.550,19.820,19.685,0.000,0,1,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00132000,10/18/2019,132.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,1997,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00132500,10/18/2019,132.500,C,A,0.000,0.000,0.000,0.000,19.080,19.310,19.195,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00132500,10/18/2019,132.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,44,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00133000,10/18/2019,133.000,C,A,0.000,0.000,0.000,0.000,18.580,18.810,18.695,0.000,0,22,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00133000,10/18/2019,133.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,2754,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00133500,10/18/2019,133.500,C,A,0.000,0.000,0.000,0.000,18.080,18.310,18.195,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00133500,10/18/2019,133.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,34,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00134000,10/18/2019,134.000,C,A,0.000,0.000,0.000,0.000,17.580,17.810,17.695,0.000,0,84,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00134000,10/18/2019,134.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,1118,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00134500,10/18/2019,134.500,C,A,0.000,0.000,0.000,0.000,17.050,17.320,17.185,0.000,0,1,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00134500,10/18/2019,134.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,74,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00135000,10/18/2019,135.000,C,A,15.240,15.240,15.240,15.240,16.580,16.810,16.695,0.000,20,133,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00135000,10/18/2019,135.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,23637,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00135500,10/18/2019,135.500,C,A,0.000,0.000,0.000,0.000,16.080,16.310,16.195,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00135500,10/18/2019,135.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,159,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00136000,10/18/2019,136.000,C,A,0.000,0.000,0.000,0.000,15.570,15.770,15.670,0.000,0,126,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00136000,10/18/2019,136.000,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,16112,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00136500,10/18/2019,136.500,C,A,0.000,0.000,0.000,0.000,15.080,15.270,15.175,0.000,0,3,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00136500,10/18/2019,136.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,781,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00137000,10/18/2019,137.000,C,A,14.120,14.510,14.120,14.510,14.580,14.760,14.670,0.000,53,822,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00137000,10/18/2019,137.000,P,A,0.010,0.010,0.010,0.010,0.000,0.010,0.000,0.000,1,15273,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00137500,10/18/2019,137.500,C,A,0.000,0.000,0.000,0.000,14.080,14.270,14.175,0.000,0,3,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00137500,10/18/2019,137.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,70,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00138000,10/18/2019,138.000,C,A,0.000,0.000,0.000,0.000,13.580,13.760,13.670,0.000,0,28,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00138000,10/18/2019,138.000,P,A,0.010,0.010,0.010,0.010,0.000,0.010,0.000,0.000,129,5249,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00138500,10/18/2019,138.500,C,A,0.000,0.000,0.000,0.000,13.080,13.270,13.175,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00138500,10/18/2019,138.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,2014,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00139000,10/18/2019,139.000,C,A,12.750,12.750,12.750,12.750,12.580,12.770,12.675,0.000,1,11,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00139000,10/18/2019,139.000,P,A,0.010,0.010,0.010,0.010,0.000,0.010,0.000,0.000,38,7045,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00139500,10/18/2019,139.500,C,A,0.000,0.000,0.000,0.000,12.080,12.320,12.200,0.000,0,0,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00139500,10/18/2019,139.500,P,A,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0,276,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00140000,10/18/2019,140.000,C,A,10.260,11.750,10.260,11.750,11.590,11.760,11.675,0.000,23,102,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00140000,10/18/2019,140.000,P,A,0.010,0.020,0.010,0.010,0.000,0.010,0.000,0.000,71,68749,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00140500,10/18/2019,140.500,C,A,0.000,0.000,0.000,0.000,11.090,11.310,11.200,0.000,0,22,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00140500,10/18/2019,140.500,P,A,0.010,0.010,0.010,0.010,0.000,0.010,0.000,0.000,10,285,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00141000,10/18/2019,141.000,C,A,10.750,10.750,10.750,10.750,10.590,10.750,10.670,0.000,1,243,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00141000,10/18/2019,141.000,P,A,0.010,0.030,0.010,0.030,0.010,0.020,0.015,0.000,251,29998,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00141500,10/18/2019,141.500,C,A,0.000,0.000,0.000,0.000,10.090,10.310,10.200,0.000,0,34,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00141500,10/18/2019,141.500,P,A,0.020,0.020,0.020,0.020,0.010,0.020,0.015,0.000,52,1494,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00142000,10/18/2019,142.000,C,A,9.140,9.800,9.140,9.530,9.590,9.760,9.675,0.000,54,1085,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00142000,10/18/2019,142.000,P,A,0.050,0.050,0.010,0.010,0.010,0.020,0.015,0.000,146,43985,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00142500,10/18/2019,142.500,C,A,0.000,0.000,0.000,0.000,9.090,9.320,9.205,0.000,0,169,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00142500,10/18/2019,142.500,P,A,0.030,0.030,0.010,0.020,0.010,0.020,0.015,0.000,8,1094,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00143000,10/18/2019,143.000,C,A,0.000,0.000,0.000,0.000,8.600,8.800,8.700,0.000,0,450,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00143000,10/18/2019,143.000,P,A,0.040,0.050,0.010,0.010,0.010,0.020,0.015,0.000,1510,27488,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00143500,10/18/2019,143.500,C,A,0.000,0.000,0.000,0.000,8.100,8.260,8.180,0.000,0,44,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00143500,10/18/2019,143.500,P,A,0.060,0.060,0.020,0.020,0.010,0.020,0.015,0.000,428,1874,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00144000,10/18/2019,144.000,C,A,7.420,7.420,7.420,7.420,7.610,7.790,7.700,0.000,10,931,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00144000,10/18/2019,144.000,P,A,0.090,0.090,0.010,0.030,0.020,0.030,0.025,0.000,10044,64548,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00144500,10/18/2019,144.500,C,A,0.000,0.000,0.000,0.000,7.110,7.290,7.200,0.000,0,43,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00144500,10/18/2019,144.500,P,A,0.080,0.080,0.030,0.030,0.020,0.040,0.030,0.000,463,2053,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00145000,10/18/2019,145.000,C,A,5.940,7.070,5.940,6.470,6.620,6.780,6.700,0.000,35,1484,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00145000,10/18/2019,145.000,P,A,0.130,0.130,0.020,0.040,0.030,0.040,0.035,0.000,1342,58939,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00145500,10/18/2019,145.500,C,A,5.000,6.060,5.000,6.060,6.130,6.300,6.215,0.000,2,525,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00145500,10/18/2019,145.500,P,A,0.160,0.160,0.040,0.040,0.030,0.050,0.040,0.000,33,1577,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00146000,10/18/2019,146.000,C,A,4.460,5.940,4.460,5.530,5.640,5.790,5.715,0.000,51,1844,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00146000,10/18/2019,146.000,P,A,0.180,0.180,0.050,0.070,0.060,0.070,0.065,0.000,2281,37984,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00146500,10/18/2019,146.500,C,A,4.160,5.160,4.160,5.160,5.160,5.310,5.235,0.000,9,435,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018P00146500,10/18/2019,146.500,P,A,0.170,0.170,0.070,0.090,0.060,0.080,0.070,0.000,37,2480,151.650
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191018C00147000,10/18/2019,147.000,C,A,3.450,5.030,3.450,4.480,4.680,4.830,4.755,0.000,16,3194,151.650
